"index";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"ips";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price"
581;"Acer";"2 in 1 Convertible";11.6;1366;768;1;1;"Intel";"Celeron Quad";1.6;4;"Flash Storage";32;0;"Intel";"Other";1.25;20193
582;"HP";"Notebook";14.0;1366;768;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"Windows";2.31;59887
583;"Dell";"Workstation";15.6;1920;1080;1;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"Windows";2.06;93933
584;"Lenovo";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"Windows";1.65;78055
585;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.84;64948
586;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";"Windows";2.1;35617
587;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;4;"HDD";1024;0;"AMD";"Windows";2.2;41345
588;"Fujitsu";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";2.2;42571
589;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"Windows";1.88;49657
590;"Acer";"Notebook";14.0;1920;1080;0;0;"Intel";"Celeron Quad";1.1;4;"Flash Storage";32;0;"Intel";"Windows";1.6;17529
591;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.7;16;"Hybrid";128;1024;"Nvidia";"Windows";4.14;117163
592;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"Linux";2.18;24775
593;"MSI";"Gaming";15.6;3840;2160;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;2048;"Nvidia";"Windows";1.8;122491
594;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"Windows";2.2;74539
595;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;1024;"Intel";"Windows";2.1;33111
596;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"N/A";1.9;23976
598;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";2.18;42358
599;"Mediacom";"Notebook";14.0;1920;1080;0;0;"Intel";"Atom x5-Z8350";1.44;2;"Flash Storage";32;0;"Intel";"Windows";1.4;12734
600;"Acer";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i5";1.6;1;"SSD";256;0;"Intel";"Windows";1.6;53227
601;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";"N/A";2.2;24935
602;"Lenovo";"Workstation";15.6;1920;1080;0;0;"Intel";"Core i7";2.5;16;"SSD";512;0;"Nvidia";"Windows";2.18;98834
603;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";"Windows";1.5;34046
604;"Lenovo";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"Windows";1.8;63456
606;"HP";"Notebook";17.3;1920;1080;0;1;"AMD";"A10-Series 9620P";2.5;6;"HDD";2048;0;"AMD";"Windows";2.71;34899
607;"Asus";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"Windows";11.1;101232
608;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.5;66547
609;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";2.62;78801
610;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Nvidia";"Linux";1.64;58022
611;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;4;"SSD";256;0;"Intel";"Windows";1.8;44169
612;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"Linux";1.98;38681
613;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Nvidia";"Windows";2.2;30849
614;"Asus";"Notebook";14.0;1920;1080;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"Windows";1.5;15877
615;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;8;"HDD";1024;0;"Intel";"Windows";2.0;21259
616;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.6;16;"SSD";512;0;"Intel";"Windows";1.93;76012
617;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"Windows";1.99;48305
618;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"Windows";1.87;45665
619;"Dell";"Ultrabook";13.3;3200;1800;1;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";1.23;99580
620;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"Windows";1.9;62817
621;"Lenovo";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";"Windows";1.42;13267
622;"Lenovo";"Notebook";15.6;1366;768;0;0;"AMD";"A6-Series 7310";2.0;4;"HDD";500;0;"AMD";"Windows";2.19;15877
623;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.37;93635
624;"Mediacom";"Notebook";14.0;1920;1200;0;1;"Intel";"Atom Z8350";1.92;4;"HDD";32;0;"Intel";"Windows";1.4;14119
625;"Dell";"Notebook";15.6;3840;2160;1;0;"Intel";"Core i7";2.8;16;"SSD";1024;0;"Nvidia";"Windows";2.06;127819
626;"HP";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"Windows";2.63;63936
627;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.5;59088
628;"Lenovo";"Ultrabook";14.0;2560;1440;0;1;"Intel";"Core i7";2.5;64;"SSD";512;0;"Intel";"Windows";1.17;89864
629;"HP";"Notebook";17.0;1600;900;0;0;"AMD";"A9-Series 9420";3.0;8;"HDD";1024;0;"AMD";"Windows";2.6;27754
630;"HP";"2 in 1 Convertible";13.3;1366;768;1;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.58;44574
631;"Lenovo";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"Windows";1.14;130536
632;"Lenovo";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.32;79867
633;"Asus";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"N/A";2.5;62284
634;"Dell";"Gaming";17.3;3840;2160;0;0;"Intel";"Core i7";2.8;32;"Hybrid";1024;1024;"Nvidia";"Windows";4.36;194973
635;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"Windows";2.4;23976
636;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.7;71847
637;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";"N/A";1.9;26102
639;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"Windows";1.71;34579
640;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";"Linux";2.32;31410
641;"HP";"Notebook";15.6;1920;1080;0;0;"AMD";"A9-Series 9420";3.0;4;"HDD";1024;0;"AMD";"Windows";2.1;26054
642;"Lenovo";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"Windows";1.43;14599
643;"Acer";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";"Windows";4.2;103097
644;"Acer";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.8;48964
645;"Razer";"Gaming";14.0;1920;1080;0;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";"Windows";1.95;138475
646;"Toshiba";"Notebook";13.3;1920;1080;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"Windows";1.2;64629
647;"Lenovo";"Ultrabook";12.5;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.36;84396
648;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;12;"HDD";1024;0;"Intel";"Windows";2.25;34579
649;"HP";"Notebook";15.6;1920;1080;0;0;"AMD";"A9-Series A9-9420";3.0;6;"Hybrid";128;1024;"AMD";"Windows";2.1;34632
650;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"Windows";2.4;29784
651;"Lenovo";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.44;51149
652;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;4;"HDD";1024;0;"Intel";"Windows";1.85;41505
653;"HP";"Workstation";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";"Windows";2.6;128884
654;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i5";1.6;8;"HDD";1024;0;"Intel";"Windows";1.55;35112
655;"MSI";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";1.8;111594
656;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"Windows";2.4;21887
657;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"Hybrid";128;1024;"Nvidia";"Windows";2.0;64309
658;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"Intel";"Windows";2.0;35431
659;"Toshiba";"Notebook";14.0;1920;1080;1;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.25;81785
660;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.7;53227
661;"Asus";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.7;32;"SSD";512;0;"Nvidia";"Windows";3.8;149131
662;"Lenovo";"Workstation";15.6;3840;2160;0;1;"Intel";"Core i7";2.8;16;"SSD";1024;0;"Nvidia";"Windows";2.5;175771
663;"Acer";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"Linux";2.4;37776
664;"Acer";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";"Other";1.68;17582
665;"Dell";"Ultrabook";13.3;1920;1080;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";1.2;77251
666;"Samsung";"Ultrabook";13.3;1920;1080;0;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"Intel";"Windows";0.81;87859
667;"MSI";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.2;63499
669;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"N/A";1.86;19442
670;"Dell";"Notebook";14.0;1366;768;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.6;60031
671;"HP";"Workstation";17.3;1920;1080;0;1;"Intel";"Xeon E3-1535M";2.9;16;"SSD";256;0;"Nvidia";"Windows";3.0;233846
672;"Lenovo";"Netbook";11.6;1366;768;1;0;"Intel";"Celeron Dual";1.6;4;"SSD";128;0;"Intel";"Windows";1.4;25308
673;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"HDD";500;0;"Intel";"Windows";2.0;56690
674;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"Windows";6.2;48964
675;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"Windows";1.84;101232
676;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.3;4;"HDD";1024;0;"Nvidia";"N/A";2.45;30849
677;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";1.8;16;"Hybrid";256;2048;"AMD";"Windows";2.2;60473
679;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";"Windows";3.31;63723
680;"Dell";"Gaming";17.3;3840;2160;0;1;"Intel";"Core i7";2.8;32;"Hybrid";512;1024;"Nvidia";"Windows";4.42;167692
681;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"Windows";1.56;65481
682;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";"Core i7";2.7;4;"SSD";256;0;"Intel";"Windows";2.37;45283
683;"Lenovo";"2 in 1 Convertible";13.3;3200;1800;1;1;"Intel";"Core i5";1.8;8;"SSD";256;0;"Intel";"Windows";1.3;63883
684;"HP";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"Windows";2.2;58555
685;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";"Windows";2.2;22324
686;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"Windows";2.2;28505
687;"HP";"Workstation";15.6;1920;1080;0;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Nvidia";"Windows";2.59;83170
688;"Dell";"Gaming";15.6;3840;2160;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";4.42;152860
689;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;6;"HDD";1024;0;"AMD";"Windows";2.04;28718
690;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"Windows";2.1;31915
691;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.7;79215
692;"Toshiba";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.1;4;"SSD";128;0;"Intel";"Windows";2.1;26533
693;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.5;55837
694;"Dell";"Ultrabook";12.5;1920;1080;0;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Intel";"Windows";1.18;99048
696;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"Windows";2.1;39694
697;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";2.0;67026
698;"Google";"Ultrabook";12.3;2400;1600;1;0;"Intel";"Core i5";1.2;8;"SSD";256;0;"Intel";"Other";1.1;83064
699;"Asus";"Ultrabook";13.3;3200;1800;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.2;60153
700;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"Linux";2.1;21951
701;"Dell";"Notebook";13.3;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"Windows";1.65;45235
702;"Acer";"Notebook";13.3;1366;768;0;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";"Windows";1.6;34898
703;"Microsoft";"Ultrabook";13.5;2256;1504;1;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"Windows";1.25;99519
704;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"AMD";"Windows";1.9;43580
705;"Asus";"Notebook";17.3;1366;768;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Nvidia";"Windows";2.8;25060
706;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.3;55092
707;"Dell";"Gaming";15.6;3840;2160;1;1;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";"Windows";2.72;58555
708;"Lenovo";"Notebook";35.6;1366;768;0;0;"AMD";"E-Series E2-9000";2.2;4;"SSD";128;0;"AMD";"Windows";2.2;18595
709;"HP";"2 in 1 Convertible";14.0;1920;1080;1;1;"Intel";"Core i3";2.4;4;"SSD";128;0;"Nvidia";"Windows";1.63;37243
710;"Samsung";"Ultrabook";13.3;1920;1080;1;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.31;85195
711;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";"Linux";2.1;15877
712;"MSI";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";2.4;68944
714;"Asus";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.1;60473
715;"Samsung";"2 in 1 Convertible";15.0;1920;1080;1;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"AMD";"Windows";1.71;95851
716;"HP";"2 in 1 Convertible";11.6;1366;768;1;0;"Intel";"Celeron Dual";1.1;8;"Flash Storage";64;0;"Intel";"Other";1.4;26374
717;"Toshiba";"Notebook";14.0;1366;768;0;1;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";"Windows";1.75;54346
718;"LG";"Ultrabook";15.6;1920;1080;0;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";"Windows";1.09;122491
719;"Acer";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;16;"SSD";256;0;"Nvidia";"Windows";2.5;69211
720;"MSI";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"Windows";2.2;53168
721;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"Windows";2.62;58555
723;"Asus";"2 in 1 Convertible";15.6;1920;1080;1;0;"Intel";"Core i7";2.7;12;"HDD";2048;0;"Nvidia";"Windows";2.3;44702
724;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"SSD";128;0;"Intel";"Windows";1.86;22324
725;"Lenovo";"Notebook";15.6;3840;2160;0;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";"Windows";2.5;126274
726;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;16;"Hybrid";128;1024;"Nvidia";"Windows";3.21;109277
727;"Acer";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"Windows";1.8;33886
728;"Razer";"Gaming";14.0;1920;1080;0;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"Windows";1.95;154459
729;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";"Pentium Dual";1.1;8;"SSD";128;0;"Intel";"Windows";2.0;31004
730;"Dell";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;32;"Hybrid";1024;1024;"Nvidia";"Windows";4.42;191211
731;"Asus";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";"Windows";4.3;125208
732;"Toshiba";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i7";2.6;16;"SSD";512;0;"Nvidia";"Windows";1.47;93986
733;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Quad";1.6;8;"HDD";1024;0;"Intel";"N/A";2.2;17529
734;"Lenovo";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"Windows";1.7;122491
735;"MSI";"Gaming";14.0;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";1.6;100752
736;"MSI";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"Windows";2.2;58022
737;"HP";"Notebook";17.3;1920;1080;0;1;"Intel";"Core i3";2.0;4;"SSD";256;0;"AMD";"Windows";2.5;37243
738;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;4;"HDD";1024;0;"Nvidia";"Windows";2.4;53227
739;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";"Windows";1.19;79867
740;"Acer";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";4.2;122491
741;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.9;16;"Hybrid";256;1024;"Nvidia";"Windows";3.49;149917
742;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"Windows";2.62;52481
743;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";"Windows";1.86;32640
744;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"Windows";2.2;29073
745;"HP";"Notebook";17.3;1920;1080;0;1;"AMD";"A10-Series 9600P";2.4;6;"HDD";2048;0;"AMD";"Windows";2.65;30316
746;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"Windows";2.1;16943
747;"Acer";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"Other";1.45;19980
748;"Lenovo";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"Windows";1.7;37243
749;"HP";"Workstation";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;8;"HDD";500;0;"Nvidia";"Windows";3.14;101658
750;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.42;137995
751;"Toshiba";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.5;51841
752;"Acer";"Netbook";11.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"Windows";1.4;14332
753;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"Windows";1.38;93187
754;"Asus";"2 in 1 Convertible";12.5;1920;1080;1;0;"Intel";"Core M";0.9;4;"Flash Storage";64;0;"Intel";"Other";1.2;35644
755;"Toshiba";"Ultrabook";13.3;1920;1080;1;0;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"Windows";1.36;100007
756;"Asus";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.24;71342
758;"Vero";"Notebook";14.0;1920;1080;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"Windows";1.22;10811
759;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"Windows";2.56;43636
760;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"Windows";1.37;104962
761;"Lenovo";"Notebook";15.6;1920;1080;0;0;"AMD";"A9-Series 9420";2.9;4;"SSD";256;0;"AMD";"Windows";2.2;21259
762;"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"AMD";"Windows";2.08;51096
763;"Lenovo";"Notebook";15.6;1366;768;0;0;"AMD";"A12-Series 9720P";3.6;8;"HDD";1024;0;"AMD";"Windows";2.2;22857
764;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"Windows";1.95;43157
765;"Apple";"Ultrabook";12.0;2304;1440;0;1;"Intel";"Core M";1.2;8;"Flash Storage";512;0;"Intel";"Mac";0.92;62071
766;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.38;71875
767;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"AMD";"Windows";2.0;39374
768;"HP";"Workstation";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"Windows";3.14;110018
769;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";2.37;58555
770;"Dell";"Ultrabook";13.3;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.29;79867
771;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.42;124142
772;"Dell";"Notebook";15.6;3840;2160;1;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"Windows";2.06;93187
773;"Asus";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"Windows";1.63;15931
774;"Dell";"Netbook";11.6;1366;768;0;0;"Intel";"Pentium Quad";1.1;4;"SSD";128;0;"Intel";"Windows";1.63;39640
775;"HP";"Netbook";12.5;1366;768;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"Windows";1.26;74006
776;"Toshiba";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"Windows";2.1;41558
777;"HP";"Notebook";15.6;1366;768;0;0;"AMD";"A12-Series 9700P";2.5;8;"HDD";2048;0;"AMD";"Windows";2.04;33513
778;"Dell";"Gaming";15.6;3840;2160;0;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"Windows";2.62;89457
